Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,dough-hook-5ksmblwd-a150198,body_html,en,,,Knådkroken 5KSMBLWD är det bästa tillbehöret till köksmaskinen KitchenAid 5KSM55SXX för att knåda fasta och tunga deg.,The dough hook 5KSMBLWD is the ideal accessory for kneading firm and stiff types of dough with the KitchenAid 5KSM55SXX.
Product,flat-beater-5ksmblwf-a150199,title,en,,,Nedvändare 5KSMBLWF,Flat beater 5KSMBLWF
Product,flat-beater-5ksmblwf-a150199,body_html,en,,,"Om ingredienser måste noggrant blandas används plattomröraren tillsammans med KitchenAid-köksmaskinen 5KSM55SXX. På så vis uppstår snabbt hopblandade och lyckade köksdeg, potatismos och nötköttsblandningar.","When you need to easily and thoroughly mix ingredients, this flat stirrer is perfect for use with a KitchenAid 5KSM55SXX. It successfully produces well-mixed cake batter, mashed potato and masses of minced meat in a flash."
Product,wire-whisk-5ksmbl6w-a150214,title,en,,,Visp 5KSMBL6W,Wire whisk 5KSMBL6W
Product,wire-whisk-5ksmbl6w-a150214,body_html,en,,,"Vispen 5KSMBL6W är oumbärlig för att vispa, krämigt vispa eller finblanda ingredienser eller rätter med köksmaskinen KitchenAid 5KSM55SXX.","The whisk 5KSMBL6W is simply indispensable when you need to foam, whip or finely mix ingredients and foods with the KitchenAid 5KSM55SXX."
Product,deep-fat-fryer-imbiss-i-a150307,title,en,,,Fritös IMBISS I,Deep fat fryer IMBISS I
Product,deep-fat-fryer-imbiss-i-a150307,body_html,en,,,Tack vare en behållarkapacitet på 8 liter är fritösen idealisk för tillagning av jämnt och perfekt friterade snacks - den perfekta följeslagaren för professionell användning i snackbarer eller storkök.,"Thanks to a bowl capacity of 8 litres, the deep fryer is ideal for preparing evenly and perfectly fried snacks - the perfect companion for professional use in snack bars or commercial kitchens."
Product,deep-fat-fryer-imbiss-ii-a150407,title,en,,,Fritös IMBISS II,Deep fat fryer IMBISS II
Product,deep-fat-fryer-imbiss-ii-a150407,body_html,en,,,"Två bassänger med en kapacitet på vardera 8 liter ger plats för krispig perfektion - perfekt för parallell tillagning av en mängd olika snacks med en genomgående hög kvalitetsnivå. Oavsett om det gäller snackbarer eller storkök står den här fritösen för effektivitet, tillförlitlighet och det där lilla ögonblicket av kulinarisk njutning som gör hela skillnaden.","Two basins, each with a capacity of 8 litres, offer space for crispy perfection - ideal for the parallel preparation of a wide variety of snacks at a consistently high level of quality. Whether in snack bars or commercial kitchens, this deep fryer stands for efficiency, reliability and that little moment of culinary pleasure that makes all the difference."
Product,fat-disposal-container-12l-a150460v,title,en,,,Fettömningsbehållare 12 l,Fat disposal container 12L
Product,fat-disposal-container-12l-a150460v,body_html,en,,,"Fettavfallsbehållare 12 liter av varmförzinkad stålplåt – säkerhetskoppling mellan hink och lock, värmeskyddad handtag, låsbart lock för säker transport, förhöjd bottenkant med luftcirkulation. För säker och ordnad avfallshantering av het friteringsolja enligt DIN EN ISO 1461.","12-litre grease disposal container made of hot-dip galvanised sheet steel – safety connection between bucket and lid, heat-protected handle, lockable lid for safe transport, raised rim with air circulation. For the safe and orderly disposal of hot frying oil in accordance with DIN EN ISO 1461."
Product,party-stockpot-16l-a150510,title,en,,,"Party-kastrull, 16L","Party stockpot, 16L"
Product,party-stockpot-16l-a150510,body_html,en,,,"Emaljerad festgryta 16 liter, direkt uppvärmning, steglös reglering upp till 90 °C, 1,8 kW. För raclette-kvällar, föreningskök och mindre cateringevenemang som söker en enkel, prisvärd stor gryta för soppor, glögg och fondue.","Enamelled party saucepan 16 litres, direct heating, infinitely variable control up to 90 °C, 1.8 kW. For raclette evenings, club kitchens and smaller catering events looking for a simple, affordable large pot for soups, mulled wine and fondue."
Product,rice-warmer-surround-heating-a150512,title,en,,,Risvärmare med ringvärme,"Rice warmer, surround heating"
Product,rice-warmer-surround-heating-a150512,body_html,en,,,"Risvärmare med ringvärmesystem, non-stick-belagd innerkanna för upp till 8,5 kg kokt ris. Klar att anslutas, 0,11 kW, extra stora handtag. Ris-sked och risgaffel ingår. För asiatiska restauranger och kantiner som vill hålla riset varmt och serveringsklart hela tiden.","Rice warmer with ring heating system, non-stick coated inner pot for up to 8.5 kg of cooked rice. Plug-and-play, 0.11 kW, extra-large handles. Rice spoon and rice fork included. For Asian restaurants and canteens that need to keep rice warm and ready to serve at all times."
Product,rice-cooker-8l-a150513,title,en,,,Riskokare 8L,Rice cooker 8L
Product,rice-cooker-8l-a150513,body_html,en,,,Tillaga perfekt kokt ris och håll det varmt i upp till 40 portioner med den 8 liter stora riskokaren. Den medföljande silikonmattan förhindrar att innergrytan bränns vid och underlättar rengöringen.,Cook up to 40 portions of perfect rice and keep it hot with this 8-litre rice cooker. The included silicone mat prevents burning inside the inner pot and makes cleaning easy.
Product,gas-cooker-1k221-t-a150623,title,en,,,Gasspis 1K221-T,Gas cooker 1K221-T
Product,gas-cooker-1k221-t-a150623,body_html,en,,,"Liten, lätt, kompakt – mycket praktiskt. I kombination med de gaspatroner som finns som tillval är denna gasspis klar att använda när som helst. Den ställs undan igen snabbt och tar liten plats.","Small, light, compact – simply practical. In combination with the optionally available gas cartridges, this gas cooker is immediately ready for use outdoors and is quickly stored away again to save space."
Product,gas-cartridge-bg227-a150625,title,en,,,Gaspatron BG227,Gas cartridge BG227
Product,gas-cartridge-bg227-a150625,body_html,en,,,"Den säkra, kompakta och smidiga gaspatronen passar till Bartscher gasspis 1K220-T.","The safe, compact and quick to use gas cartridge is designed for the Bartscher gas cooker 1K220-T."
Product,blow-torch-1300gk-a150646,title,en,,,Flamberingsbrännare 1300GK,Blow torch 1300GK
Product,blow-torch-1300gk-a150646,body_html,en,,,"Flamberingsbr&auml;nnare i klassiskt utf&ouml;rande: karamellisering av efterr&auml;tter, t.ex. cr&egrave;me br&ucirc;l&eacute;e. Denna lilla hj&auml;lpreda anv&auml;nds &auml;ven vid sm&auml;ltning av ost, efterbryning av matr&auml;tter eller skalning av tomater och paprika.","A classic flamb&eacute; burner: For caramelising desserts such as cr&egrave;me br&ucirc;l&eacute;e. As a little helper in the kitchen, it can also be used for melting cheese, browning food or skinning tomatoes and peppers."
Product,contact-grill-1800-1gr-a150668,title,en,,,Kontaktgrill 1800 1GR,Contact grill 1800 1GR
Product,contact-grill-1800-1g-a150669,title,en,,,Kontaktgrill 1800 1G,Contact grill 1800 1G
Product,contact-grill-1800-1g-a150669,body_html,en,,,"Kompakt elektrisk kontaktgrill med en grillenhet och slät gjutjärnsgrillplatta, 1,8 kW, anslutningsklar. Upp till 300 °C, termostatstyrning. Rengöringsborste ingår. För snackbarer och kaféer som dagligen grillar smörgåsar, panini och kött på en slät yta.","Compact electric contact grill with one grilling unit and a smooth cast-iron grill plate, 1.8 kW, ready to plug in. Up to 300 °C, thermostatic control. Cleaning brush included. For snack bars and cafés that grill sandwiches, paninis and meat on a smooth surface every day."
Product,contact-grill-1800-1r-a150670,title,en,,,Kontaktgrill 1800 1R,Contact grill 1800 1R
Product,contact-grill-1800-1r-a150670,body_html,en,,,"Kompakt elektrisk Kontaktgrill med en grillenhet, räfflad gjutjärnsGrillplatta och fettuppsamlare. 1,8 kW, anslutningsklar, temperaturreglering upp till 300 °C. Med rengöringsborste. Snabbt klar för användning – för snackbarer, kaféer och små restauranger.","Compact electric contact grill with a single grill unit, ribbed cast iron Grill plate and Grease collection tank. 1.8 kW, ready to plug in, Temperature control up to 300 °C. Includes cleaning brush. Quick to set up – for snack bars, cafés and small catering establishments."
Product,contact-grill-3600-2r-a150671,title,en,,,Kontaktgrill 3600 2R,Contact grill 3600 2R
Product,contact-grill-3600-2r-a150671,body_html,en,,,"Dubbelkontaktgrill med två separata grillenheter, räfflade gjutjärnsplattor, vardera 215 mm breda. 3,6 kW, anslutningsklar, upp till 300 °C. Värmezonerna regleras separat. Fettuppsamlare och rengöringsborste ingår. För snackbarer och gastronomi med kontinuerligt grillbehov.","Double Contact grill with two separate grilling units, ribbed cast iron plates, each 215 mm wide. 3.6 kW, ready to plug in, up to 300 °C. Heating zones can be controlled separately. Grease collection tank and cleaning brush included. For snack bars and catering establishments with continuous grilling requirements."
Product,contact-grill-3600-2g-a150672,title,en,,,Kontaktgrill 3600 2G,Contact grill 3600 2G
Product,contact-grill-3600-2g-a150672,body_html,en,,,"Dubbelkontaktgrill med två grilleenheter och slät gjutjärnsgrillplatta, 3,6 kW. Värmezonerna regleras separat, kontaktgrillen är anslutningsfärdig och upp till 300 °C. Fettuppsamlare och rengöringsborste ingår. För snabbmat och gastronomi som dagligen grillar panini, smörgåsar och kött på slät yta.","Double Contact grill with two grilling units and a smooth cast iron Grill plate, 3.6 kW. Heating zones can be controlled separately, ready to plug in, up to 300 °C. Grease collection tank and cleaning brush included. For snack bars and catering establishments that grill paninis, sandwiches and meat on a smooth surface every day."
Product,contact-grill-3600-2gr-a150673,title,en,,,Kontaktgrill 3600 2GR,Contact grill 3600 2GR
Product,contact-grill-3600-2gr-a150673,body_html,en,,,"Dubbelkontaktgrill med räfflade gjutjärnsplattor på ovansidan och släta på undersidan, 3,6 kW, anslutningsklar. Två grillenheter med separat reglering, upp till 300 °C, fettuppsamlingsbehållare och rengöringsborste ingår. För restauranger som tillagar olika produkter med och utan grillränder.","Double contact grill with grooved cast iron plates on top and smooth ones on the bottom, 3.6 kW, ready to plug in. Two grill units with separate controls, up to 300 °C, including drip tray and cleaning brush. For catering establishments preparing various products with and without grill marks."
Product,contact-grill-panini-1r-a150674,title,en,,,"Kontaktgrill ""Panini"" 1R","Contact grill ""Panini"" 1R"
Product,contact-grill-panini-1r-a150674,body_html,en,,,,"Contact grills are useful and versatile, ideal for snack preparation and the warming of pita bread etc."
Product,contact-grill-panini-1gr-a150676,title,en,,,"Kontaktgrill ""Panini"" 1GR""","Contact grill ""Panini"" 1GR"
Product,contact-grill-panini-1gr-a150676,body_html,en,,,"Panini-kontaktgrill med en grillyta, räfflad på ovansidan, slät på undersidan, 2,2 kW, anslutningsklar. Grillplattor i gjutjärn, bredd 340 mm, upp till 300 °C. Rengöringsborste ingår. För kaféer och bistroer som dagligen tillagar panini, smörgåsar och ciabatta med grillränder på ovansidan.","Panini contact grill with one grilling unit, grooved on top, smooth on the bottom, 2.2 kW, ready to plug in. Cast iron grill plates, width 340 mm, up to 300 °C. Cleaning brush included. For cafés and bistros that prepare paninis, sandwiches and ciabatta with grill marks on top on a daily basis."
Product,contact-grill-panini-1g-a150679,title,en,,,"Kontaktgrill ""Panini"" 1G""","Contact grill ""Panini"" 1G"
Product,contact-grill-panini-1g-a150679,body_html,en,,,,"Contact grills are useful and versatile, ideal for snack preparation and the warming of pita bread etc."
Product,contact-grill-panini-1rdig-a150684,title,en,,,Kontaktgrill “Panini“ 1RDIG,"Contact grill ""Panini"" 1RDIG"
Product,contact-grill-panini-1rdig-a150684,body_html,en,,,Så praktiskt – 6 inställbara program gör det möjligt att ställa in tiden exakt på sekunden. En akustisk signal informerar om slutet på grilltiden.,• Simply practical – 6 programs to choose from to allow times to be down to the second. An acoustic signal indicates the end of the grilling time.
Product,contact-grill-panini-mdi-1r-a150974,title,en,,,"Kontaktgrill ""Panini-MDI"" 1R","Contact grill ""Panini-MDI"" 1R"
Product,contact-grill-panini-mdi-1r-a150974,body_html,en,,,"Kontaktgrill &quot;Panini-MDI&quot; med r&auml;fflade grillplattor har allt som en kontaktgrill beh&ouml;ver: grillplattor med optimal v&auml;rmeledningsf&ouml;rm&aring;ga, en robust konstruktion och en enkel, intuitiv vridreglageman&ouml;vrering med digitalindikering, timer och signalton.","The &ldquo;Panini-MDI&rdquo; contact grill with ribbed grill plates offers everything a good contact grill needs: Grill plates with optimal thermal conductivity, a robust design and simple and intuitive toggle operation with digital display, timer and audible signal."
Product,contact-grill-panini-mdi-1gr-a150976,title,en,,,"Kontaktgrill ""Panini-MDI"" 1GR","Contact grill ""Panini-MDI"" 1GR"
Product,contact-grill-panini-mdi-1gr-a150976,body_html,en,,,"Kontaktgrill &quot;Panini-MDI&quot; med r&auml;fflad grillplatta upptill och sl&auml;t nedtill har allt som en kontaktgrill beh&ouml;ver: grillplattor med optimal v&auml;rmeledningsf&ouml;rm&aring;ga, en robust konstruktion och en enkel, intuitiv vridreglageman&ouml;vrering med digitalindikering, timer och signalton. L&Auml;NK: Produktfilm p&aring; youtube.com","The contact grill 'Panini-MDI' with a grill plate that is ribbed at the top and smooth at the bottom has everything that a good contact grill needs: grill plates with heat conductivity, a durable design and easy and intuitive toggle operation with a digital display, timer and signal tones. &gt;&gt; LINK: Product film on YouTube.com"
Product,contact-grill-panini-mdi-1g-a150979,title,en,,,"Kontaktgrill ""Panini-MDI"" 1G","Contact grill ""Panini-MDI"" 1G"
Product,contact-grill-panini-mdi-1g-a150979,body_html,en,,,"Kontaktgrill ""Panini-MDI"" med släta grillplattor har allt som en kontaktgrill behöver: grillplattor med optimal värmeledningsförmåga, en robust konstruktion och en enkel, intuitiv vridreglagemanövrering med digitalindikering, timer och signalton.","The contact grill 'Panini-MDI' with smooth grill plates has everything that a good contact grill needs: grill plates with heat conductivity, a durable design and easy and intuitive toggle operation with a digital display, timer and signal tones."
